GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
914;"2026/2";"SEE";35;"LEMFÖRDER";"2546202";26
914;"2026/2";"SEE";35;"LEMFÖRDER";"3527901";160
914;"2026/2";"SEE";35;"LEMFÖRDER";"3938601";58
914;"2026/2";"SEE";35;"LEMFÖRDER";"4330101";2
914;"2026/2";"SEE";89;"DELPHI";"TA1500";9
914;"2026/2";"SEE";89;"DELPHI";"TA1591";21
914;"2026/2";"SEE";89;"DELPHI";"TA1607";11
914;"2026/2";"SEE";89;"DELPHI";"TA1686";16
914;"2026/2";"SEE";89;"DELPHI";"TA1931";16
914;"2026/2";"SEE";89;"DELPHI";"TA2709";5
914;"2026/2";"SEE";101;"FEBI BILSTEIN";"12801";21
914;"2026/2";"SEE";101;"FEBI BILSTEIN";"175083";19
914;"2026/2";"SEE";101;"FEBI BILSTEIN";"22044";67
914;"2026/2";"SEE";101;"FEBI BILSTEIN";"44185";45
914;"2026/2";"SEE";127;"NK";"50345100";1
914;"2026/2";"SEE";127;"NK";"5034769";1
914;"2026/2";"Germany";144;"MEYLE";"1160200053HD";20
914;"2026/2";"West Europe";4821;"QUARO";"QS8692HQ";1
914;"2026/2";"SEE";89;"DELPHI";"TA1456";16
914;"2026/2";"SEE";89;"DELPHI";"TA1515";30
914;"2026/2";"SEE";89;"DELPHI";"TA1653";44
914;"2026/2";"SEE";89;"DELPHI";"TA1967";34
914;"2026/2";"SEE";101;"FEBI BILSTEIN";"04452";11
914;"2026/2";"Nordic";144;"MEYLE";"7160200020";12
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"23154";202
914;"2026/2";"Austria";94;"METZGER";"54058902";1
914;"2026/2";"Austria";206;"A.B.S.";"230707";6
914;"2026/2";"Croatia";101;"FEBI BILSTEIN";"108798";3
914;"2026/2";"Croatia";101;"FEBI BILSTEIN";"14186";16
914;"2026/2";"Croatia";101;"FEBI BILSTEIN";"174566";6
914;"2026/2";"Croatia";101;"FEBI BILSTEIN";"177860";4
914;"2026/2";"Germany";144;"MEYLE";"7160200018HD";143
914;"2026/2";"ROW";373;"GSP";"S070013";6
914;"2026/2";"ROW";373;"GSP";"S070285";43
914;"2026/2";"ROW";373;"GSP";"S071329";1
914;"2026/2";"Austria";35;"LEMFÖRDER";"4348801";42
914;"2026/2";"Austria";101;"FEBI BILSTEIN";"14180";84
914;"2026/2";"Austria";127;"NK";"5032570";7
914;"2026/2";"Austria";144;"MEYLE";"1160207106";28
914;"2026/2";"Austria";192;"FAG";"840107410";13
914;"2026/2";"Austria";403;"MAXGEAR";"690106";1
914;"2026/2";"EEU";101;"FEBI BILSTEIN";"34756";183
914;"2026/2";"EEU";101;"FEBI BILSTEIN";"37263";3
914;"2026/2";"EEU";101;"FEBI BILSTEIN";"39040";53
914;"2026/2";"EEU";101;"FEBI BILSTEIN";"41376";1
914;"2026/2";"EEU";127;"NK";"5031527";6
914;"2026/2";"EEU";127;"NK";"5032288";7
914;"2026/2";"EEU";127;"NK";"5034827";1
914;"2026/2";"EEU";144;"MEYLE";"0360200016";11
914;"2026/2";"EEU";144;"MEYLE";"11160200014";19
914;"2026/2";"EEU";144;"MEYLE";"11160200047HD";19
914;"2026/2";"EEU";144;"MEYLE";"1160200022";51
914;"2026/2";"EEU";144;"MEYLE";"1160200050HD";5
914;"2026/2";"Slovenia";35;"LEMFÖRDER";"2759502";8
914;"2026/2";"Slovenia";35;"LEMFÖRDER";"3528001";19
914;"2026/2";"Slovenia";101;"FEBI BILSTEIN";"101409";13
914;"2026/2";"Slovenia";101;"FEBI BILSTEIN";"106846";114
914;"2026/2";"Slovenia";185;"KAMOKA";"9010321";1
914;"2026/2";"Austria";403;"MAXGEAR";"690548";1
914;"2026/2";"Germany";144;"MEYLE";"1160208502";568
914;"2026/2";"Germany";35;"LEMFÖRDER";"2597201";536
914;"2026/2";"Germany";35;"LEMFÖRDER";"2281701";48
914;"2026/2";"Germany";63;"PE Automotive";"02205300A";4
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"35662";2
914;"2026/2";"Germany";134;"MOOG";"VOES1506";134
914;"2026/2";"Germany";144;"MEYLE";"1160200008HD";318
914;"2026/2";"Germany";144;"MEYLE";"3160300002";223
914;"2026/2";"Slovenia";101;"FEBI BILSTEIN";"108811";9
914;"2026/2";"Slovenia";101;"FEBI BILSTEIN";"109583";4
